GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Median gross rent -- - Total:,Margin of Error; Median gross rent -- - Total:,Estimate; Median gross rent -- - Total: - No bedroom,Margin of Error; Median gross rent -- - Total: - No bedroom,Estimate; Median gross rent -- - Total: - 1 bedroom,Margin of Error; Median gross rent -- - Total: - 1 bedroom,Estimate; Median gross rent -- - Total: - 2 bedrooms,Margin of Error; Median gross rent -- - Total: - 2 bedrooms,Estimate; Median gross rent -- - Total: - 3 bedrooms,Margin of Error; Median gross rent -- - Total: - 3 bedrooms,Estimate; Median gross rent -- - Total: - 4 bedrooms,Margin of Error; Median gross rent -- - Total: - 4 bedrooms,Estimate; Median gross rent -- - Total: - 5 or more bedrooms,Margin of Error; Median gross rent -- - Total: - 5 or more bedrooms
1400000US13081010100,13081010100,"Census Tract 101, Crisp County, Georgia",581,49,-,**,357,72,582,41,618,109,671,165,-,**
1400000US13081010201,13081010201,"Census Tract 102.01, Crisp County, Georgia",579,141,-,**,-,**,416,181,662,236,-,**,-,**
1400000US13081010202,13081010202,"Census Tract 102.02, Crisp County, Georgia",625,52,-,**,188,40,518,246,639,32,1268,231,-,**
1400000US13081010300,13081010300,"Census Tract 103, Crisp County, Georgia",536,57,-,**,509,278,346,168,858,368,-,**,-,**
1400000US13081010400,13081010400,"Census Tract 104, Crisp County, Georgia",764,68,-,**,-,**,774,37,806,214,-,**,-,**
1400000US13081010500,13081010500,"Census Tract 105, Crisp County, Georgia",545,73,-,**,-,**,-,**,514,98,-,**,-,**
1400000US13083040101,13083040101,"Census Tract 401.01, Dade County, Georgia",800,167,-,**,-,**,835,88,1165,965,-,**,-,**
1400000US13083040102,13083040102,"Census Tract 401.02, Dade County, Georgia",616,44,580,288,479,77,710,64,375,128,1295,1165,-,**
1400000US13083040200,13083040200,"Census Tract 402, Dade County, Georgia",598,119,-,**,-,**,428,338,672,120,-,**,-,**
1400000US13083040300,13083040300,"Census Tract 403, Dade County, Georgia",576,79,-,**,-,**,527,34,-,**,-,**,-,**
1400000US13085970100,13085970100,"Census Tract 9701, Dawson County, Georgia",838,61,618,20,600,359,817,43,1073,89,1327,573,-,**
1400000US13085970201,13085970201,"Census Tract 9702.01, Dawson County, Georgia",987,306,-,**,-,**,886,282,893,370,1886,659,-,**
1400000US13085970202,13085970202,"Census Tract 9702.02, Dawson County, Georgia",853,79,-,**,-,**,858,75,862,265,-,**,-,**
1400000US13087970100,13087970100,"Census Tract 9701, Decatur County, Georgia",657,36,-,**,-,**,652,278,660,63,-,**,-,**
1400000US13087970200,13087970200,"Census Tract 9702, Decatur County, Georgia",564,26,-,**,-,**,564,35,571,39,-,**,-,**
1400000US13087970300,13087970300,"Census Tract 9703, Decatur County, Georgia",664,70,647,65,432,48,776,159,786,149,543,197,-,**
1400000US13087970400,13087970400,"Census Tract 9704, Decatur County, Georgia",464,67,172,95,253,82,476,91,764,300,522,185,-,**
1400000US13087970600,13087970600,"Census Tract 9706, Decatur County, Georgia",657,101,440,329,454,67,739,161,950,33,587,571,-,**
1400000US13087970700,13087970700,"Census Tract 9707, Decatur County, Georgia",-,**,-,**,-,**,544,483,1026,762,-,**,-,**
1400000US13087970800,13087970800,"Census Tract 9708, Decatur County, Georgia",684,116,-,**,-,**,581,81,751,139,-,**,-,**
1400000US13089020100,13089020100,"Census Tract 201, DeKalb County, Georgia",2288,123,-,**,2129,487,2457,268,-,**,"3,500+",***,-,**
1400000US13089020200,13089020200,"Census Tract 202, DeKalb County, Georgia",1071,60,-,**,1081,40,1242,185,-,**,-,**,-,**
1400000US13089020300,13089020300,"Census Tract 203, DeKalb County, Georgia",1238,194,913,234,1031,132,1380,214,1760,289,-,**,-,**
1400000US13089020400,13089020400,"Census Tract 204, DeKalb County, Georgia",934,59,739,138,852,69,1018,123,797,667,-,**,-,**
1400000US13089020500,13089020500,"Census Tract 205, DeKalb County, Georgia",898,259,-,**,652,463,1127,170,1226,216,-,**,-,**
1400000US13089020600,13089020600,"Census Tract 206, DeKalb County, Georgia",1099,122,-,**,1162,99,1040,182,1024,221,-,**,-,**
1400000US13089020700,13089020700,"Census Tract 207, DeKalb County, Georgia",873,65,450,376,599,266,855,69,1367,197,-,**,-,**
1400000US13089020801,13089020801,"Census Tract 208.01, DeKalb County, Georgia",1582,313,-,**,-,**,1321,156,1759,144,-,**,-,**
1400000US13089020802,13089020802,"Census Tract 208.02, DeKalb County, Georgia",755,113,245,217,-,**,797,153,871,193,-,**,-,**
1400000US13089020900,13089020900,"Census Tract 209, DeKalb County, Georgia",1090,170,-,**,-,**,1016,267,1597,207,-,**,-,**
1400000US13089021101,13089021101,"Census Tract 211.01, DeKalb County, Georgia",1744,757,-,**,-,**,-,**,-,**,-,**,-,**
1400000US13089021102,13089021102,"Census Tract 211.02, DeKalb County, Georgia",1552,152,-,**,1391,76,1922,251,1829,211,-,**,-,**
1400000US13089021202,13089021202,"Census Tract 212.02, DeKalb County, Georgia",1597,200,-,**,1308,205,1544,216,1936,451,-,**,-,**
1400000US13089021204,13089021204,"Census Tract 212.04, DeKalb County, Georgia",874,54,757,79,766,51,913,46,1019,494,-,**,-,**
1400000US13089021208,13089021208,"Census Tract 212.08, DeKalb County, Georgia",1198,104,-,**,1091,51,1157,359,1578,248,2563,1434,-,**
1400000US13089021209,13089021209,"Census Tract 212.09, DeKalb County, Georgia",1307,106,-,**,906,207,1483,126,1754,145,-,**,-,**
1400000US13089021210,13089021210,"Census Tract 212.10, DeKalb County, Georgia",2625,1273,-,**,-,**,-,**,-,**,2656,650,-,**
1400000US13089021211,13089021211,"Census Tract 212.11, DeKalb County, Georgia",1932,243,-,**,-,**,956,128,2088,325,1972,281,-,**
1400000US13089021213,13089021213,"Census Tract 212.13, DeKalb County, Georgia",2125,443,-,**,-,**,-,**,-,**,2000,644,-,**
1400000US13089021214,13089021214,"Census Tract 212.14, DeKalb County, Georgia",-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US13089021215,13089021215,"Census Tract 212.15, DeKalb County, Georgia",1483,100,1425,199,1321,119,1597,146,2143,189,-,**,-,**
1400000US13089021216,13089021216,"Census Tract 212.16, DeKalb County, Georgia",1445,56,1198,191,1340,53,1632,68,-,**,-,**,-,**
1400000US13089021217,13089021217,"Census Tract 212.17, DeKalb County, Georgia",1190,89,-,**,984,54,1283,83,1668,326,-,**,-,**
1400000US13089021218,13089021218,"Census Tract 212.18, DeKalb County, Georgia",1288,78,2568,2021,1173,37,1413,123,1567,234,-,**,-,**
1400000US13089021301,13089021301,"Census Tract 213.01, DeKalb County, Georgia",1062,61,866,171,1065,62,1065,158,1172,192,-,**,-,**
1400000US13089021303,13089021303,"Census Tract 213.03, DeKalb County, Georgia",971,92,975,220,768,106,890,45,1139,73,1366,460,1422,162
1400000US13089021305,13089021305,"Census Tract 213.05, DeKalb County, Georgia",972,38,-,**,902,76,963,52,1154,62,-,**,-,**
1400000US13089021306,13089021306,"Census Tract 213.06, DeKalb County, Georgia",1027,51,-,**,892,51,1104,37,1235,248,1696,612,-,**
1400000US13089021307,13089021307,"Census Tract 213.07, DeKalb County, Georgia",1170,124,-,**,-,**,1005,136,1257,142,1440,164,-,**
1400000US13089021308,13089021308,"Census Tract 213.08, DeKalb County, Georgia",1016,80,680,635,912,369,970,48,1234,201,1063,991,-,**
1400000US13089021405,13089021405,"Census Tract 214.05, DeKalb County, Georgia",1530,185,-,**,1404,332,1579,268,1718,478,-,**,-,**
1400000US13089021409,13089021409,"Census Tract 214.09, DeKalb County, Georgia",1004,68,-,**,842,93,1009,95,1191,187,-,**,-,**
1400000US13089021410,13089021410,"Census Tract 214.10, DeKalb County, Georgia",1135,35,-,**,1096,82,1119,39,1500,417,-,**,-,**
1400000US13089021411,13089021411,"Census Tract 214.11, DeKalb County, Georgia",1542,100,1288,457,1340,128,1656,98,1717,68,-,**,-,**
1400000US13089021412,13089021412,"Census Tract 214.12, DeKalb County, Georgia",1403,267,-,**,895,330,994,97,1845,261,3167,2052,-,**
1400000US13089021413,13089021413,"Census Tract 214.13, DeKalb County, Georgia",1019,71,778,190,821,42,1043,51,1369,130,-,**,-,**
1400000US13089021414,13089021414,"Census Tract 214.14, DeKalb County, Georgia",1149,28,-,**,1120,51,1148,36,1472,218,-,**,-,**
1400000US13089021415,13089021415,"Census Tract 214.15, DeKalb County, Georgia",1303,126,-,**,1153,40,1491,210,1950,324,-,**,-,**
1400000US13089021416,13089021416,"Census Tract 214.16, DeKalb County, Georgia",943,93,875,176,656,33,920,69,1375,540,-,**,-,**
1400000US13089021417,13089021417,"Census Tract 214.17, DeKalb County, Georgia",1179,32,-,**,1123,55,1143,22,1520,161,-,**,-,**
1400000US13089021502,13089021502,"Census Tract 215.02, DeKalb County, Georgia",1177,55,-,**,1143,43,1154,158,1477,1125,-,**,-,**
1400000US13089021503,13089021503,"Census Tract 215.03, DeKalb County, Georgia",969,40,-,**,875,52,986,66,1717,41,-,**,-,**
1400000US13089021504,13089021504,"Census Tract 215.04, DeKalb County, Georgia",1457,56,-,**,1383,44,1481,127,2071,297,2818,975,-,**
1400000US13089021602,13089021602,"Census Tract 216.02, DeKalb County, Georgia",1095,101,-,**,957,88,1163,136,1402,83,-,**,-,**
1400000US13089021603,13089021603,"Census Tract 216.03, DeKalb County, Georgia",1265,103,-,**,1127,47,1383,112,2067,283,-,**,-,**
1400000US13089021604,13089021604,"Census Tract 216.04, DeKalb County, Georgia",1774,133,-,**,-,**,-,**,1728,149,-,**,-,**
1400000US13089021605,13089021605,"Census Tract 216.05, DeKalb County, Georgia",1163,105,980,129,991,76,1333,61,-,**,-,**,-,**
1400000US13089021703,13089021703,"Census Tract 217.03, DeKalb County, Georgia",1183,723,-,**,100-,***,-,**,-,**,-,**,-,**
1400000US13089021704,13089021704,"Census Tract 217.04, DeKalb County, Georgia",1169,171,-,**,777,152,1173,121,1545,413,-,**,-,**
1400000US13089021705,13089021705,"Census Tract 217.05, DeKalb County, Georgia",982,66,-,**,886,75,1041,101,1286,234,-,**,-,**
1400000US13089021706,13089021706,"Census Tract 217.06, DeKalb County, Georgia",1171,95,-,**,1030,122,1220,115,1846,271,-,**,-,**
1400000US13089021805,13089021805,"Census Tract 218.05, DeKalb County, Georgia",1039,236,-,**,-,**,820,67,1211,148,1613,264,-,**
1400000US13089021806,13089021806,"Census Tract 218.06, DeKalb County, Georgia",980,44,-,**,919,64,1014,80,1309,342,-,**,-,**
1400000US13089021808,13089021808,"Census Tract 218.08, DeKalb County, Georgia",1189,52,-,**,-,**,1097,60,1270,114,-,**,-,**
1400000US13089021809,13089021809,"Census Tract 218.09, DeKalb County, Georgia",1330,144,-,**,-,**,1151,496,1228,290,1402,81,-,**
1400000US13089021810,13089021810,"Census Tract 218.10, DeKalb County, Georgia",1394,86,-,**,1138,23,1452,79,1793,292,-,**,-,**
1400000US13089021812,13089021812,"Census Tract 218.12, DeKalb County, Georgia",1194,74,-,**,713,26,1122,47,1448,154,-,**,-,**
1400000US13089021813,13089021813,"Census Tract 218.13, DeKalb County, Georgia",962,48,-,**,838,53,1041,79,1187,76,-,**,-,**
1400000US13089021814,13089021814,"Census Tract 218.14, DeKalb County, Georgia",857,35,-,**,778,76,980,85,1115,284,-,**,-,**
1400000US13089021906,13089021906,"Census Tract 219.06, DeKalb County, Georgia",1027,105,-,**,786,35,846,65,1112,81,1407,102,-,**
1400000US13089021907,13089021907,"Census Tract 219.07, DeKalb County, Georgia",1014,109,-,**,3464,1211,903,90,1128,76,1253,185,-,**
1400000US13089021908,13089021908,"Census Tract 219.08, DeKalb County, Georgia",875,54,-,**,679,33,886,69,1130,102,-,**,-,**
1400000US13089021909,13089021909,"Census Tract 219.09, DeKalb County, Georgia",919,49,-,**,773,48,864,85,1066,65,1247,769,-,**
1400000US13089021910,13089021910,"Census Tract 219.10, DeKalb County, Georgia",919,73,1026,319,757,77,938,63,1026,203,-,**,-,**
1400000US13089021911,13089021911,"Census Tract 219.11, DeKalb County, Georgia",847,43,-,**,793,43,878,54,-,**,-,**,-,**
1400000US13089021912,13089021912,"Census Tract 219.12, DeKalb County, Georgia",2659,619,-,**,-,**,-,**,-,**,-,**,-,**
1400000US13089021913,13089021913,"Census Tract 219.13, DeKalb County, Georgia",794,39,-,**,742,38,831,68,622,475,-,**,-,**
1400000US13089022001,13089022001,"Census Tract 220.01, DeKalb County, Georgia",1126,95,"3,500+",***,868,107,1167,194,1169,105,-,**,-,**
1400000US13089022004,13089022004,"Census Tract 220.04, DeKalb County, Georgia",1104,111,-,**,-,**,874,133,1116,102,1341,563,-,**
1400000US13089022005,13089022005,"Census Tract 220.05, DeKalb County, Georgia",847,43,-,**,643,23,816,56,1151,91,1350,54,-,**
1400000US13089022007,13089022007,"Census Tract 220.07, DeKalb County, Georgia",891,46,-,**,830,97,859,29,1096,25,-,**,-,**
1400000US13089022008,13089022008,"Census Tract 220.08, DeKalb County, Georgia",828,36,674,253,698,32,823,22,1006,86,-,**,-,**
1400000US13089022009,13089022009,"Census Tract 220.09, DeKalb County, Georgia",875,36,695,101,777,72,916,84,1012,99,-,**,-,**
1400000US13089022010,13089022010,"Census Tract 220.10, DeKalb County, Georgia",962,45,-,**,775,151,875,37,1151,149,-,**,-,**
1400000US13089022100,13089022100,"Census Tract 221, DeKalb County, Georgia",778,62,-,**,721,56,800,81,782,426,1147,585,-,**
1400000US13089022203,13089022203,"Census Tract 222.03, DeKalb County, Georgia",1154,73,2113,1780,1035,81,1299,73,1448,238,-,**,-,**
1400000US13089022204,13089022204,"Census Tract 222.04, DeKalb County, Georgia",1038,71,741,329,1012,90,999,73,1302,109,-,**,-,**
1400000US13089022301,13089022301,"Census Tract 223.01, DeKalb County, Georgia",1115,150,553,40,800,637,1083,152,1708,468,-,**,-,**
1400000US13089022302,13089022302,"Census Tract 223.02, DeKalb County, Georgia",1104,106,-,**,990,67,1085,256,1423,154,-,**,-,**
1400000US13089022401,13089022401,"Census Tract 224.01, DeKalb County, Georgia",1321,84,-,**,1065,139,1693,222,2250,571,-,**,-,**
1400000US13089022402,13089022402,"Census Tract 224.02, DeKalb County, Georgia",1483,138,1216,121,1528,127,1896,311,1900,1744,-,**,-,**
1400000US13089022403,13089022403,"Census Tract 224.03, DeKalb County, Georgia",1133,293,-,**,850,35,1117,246,1923,293,-,**,-,**
1400000US13089022500,13089022500,"Census Tract 225, DeKalb County, Georgia",522,161,-,**,237,50,1132,185,-,**,604,127,-,**
1400000US13089022600,13089022600,"Census Tract 226, DeKalb County, Georgia",884,96,851,772,808,39,1118,54,1825,644,-,**,-,**
1400000US13089022700,13089022700,"Census Tract 227, DeKalb County, Georgia",955,70,-,**,881,876,919,161,1250,536,-,**,-,**
1400000US13089022800,13089022800,"Census Tract 228, DeKalb County, Georgia",1035,161,-,**,-,**,996,341,-,**,-,**,-,**
1400000US13089022900,13089022900,"Census Tract 229, DeKalb County, Georgia",933,91,-,**,-,**,887,106,1210,299,-,**,-,**
1400000US13089023000,13089023000,"Census Tract 230, DeKalb County, Georgia",1133,50,-,**,979,119,1129,38,-,**,-,**,-,**
1400000US13089023101,13089023101,"Census Tract 231.01, DeKalb County, Georgia",1059,102,707,116,-,**,1009,263,1180,193,1409,300,-,**
1400000US13089023102,13089023102,"Census Tract 231.02, DeKalb County, Georgia",792,97,-,**,626,55,862,122,1209,175,-,**,-,**
1400000US13089023107,13089023107,"Census Tract 231.07, DeKalb County, Georgia",1095,99,-,**,567,55,1058,127,1082,102,1361,35,-,**
1400000US13089023108,13089023108,"Census Tract 231.08, DeKalb County, Georgia",922,36,-,**,785,42,877,44,1068,128,1313,168,-,**
1400000US13089023111,13089023111,"Census Tract 231.11, DeKalb County, Georgia",1354,62,-,**,-,**,-,**,1346,78,1477,169,1321,123
1400000US13089023112,13089023112,"Census Tract 231.12, DeKalb County, Georgia",804,24,698,262,706,41,839,25,1082,159,-,**,-,**
1400000US13089023113,13089023113,"Census Tract 231.13, DeKalb County, Georgia",741,42,607,54,658,35,770,22,1320,159,-,**,-,**
1400000US13089023114,13089023114,"Census Tract 231.14, DeKalb County, Georgia",1153,62,-,**,-,**,-,**,1128,65,1396,362,-,**
1400000US13089023115,13089023115,"Census Tract 231.15, DeKalb County, Georgia",-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US13089023204,13089023204,"Census Tract 232.04, DeKalb County, Georgia",1230,123,-,**,-,**,1038,295,1222,179,1363,51,-,**
1400000US13089023206,13089023206,"Census Tract 232.06, DeKalb County, Georgia",1135,67,-,**,404,349,1025,149,1143,105,1324,75,-,**
1400000US13089023208,13089023208,"Census Tract 232.08, DeKalb County, Georgia",943,94,-,**,819,133,769,73,1075,122,1330,97,-,**
1400000US13089023209,13089023209,"Census Tract 232.09, DeKalb County, Georgia",1328,126,-,**,-,**,1664,662,1215,117,1408,140,-,**
1400000US13089023210,13089023210,"Census Tract 232.10, DeKalb County, Georgia",970,72,-,**,691,151,971,68,1228,247,1357,371,-,**
1400000US13089023211,13089023211,"Census Tract 232.11, DeKalb County, Georgia",952,62,679,110,920,111,922,55,1406,198,-,**,-,**
1400000US13089023212,13089023212,"Census Tract 232.12, DeKalb County, Georgia",1066,99,-,**,715,122,943,165,1205,132,1144,322,-,**
1400000US13089023213,13089023213,"Census Tract 232.13, DeKalb County, Georgia",1023,60,-,**,674,63,1024,73,993,83,1583,226,-,**
1400000US13089023214,13089023214,"Census Tract 232.14, DeKalb County, Georgia",979,70,667,116,791,57,905,80,1163,54,1241,230,997,728
1400000US13089023303,13089023303,"Census Tract 233.03, DeKalb County, Georgia",938,57,-,**,725,86,799,273,948,67,1409,140,-,**
1400000US13089023306,13089023306,"Census Tract 233.06, DeKalb County, Georgia",1386,271,-,**,-,**,-,**,1176,114,1782,286,960,813
1400000US13089023309,13089023309,"Census Tract 233.09, DeKalb County, Georgia",1101,47,-,**,699,50,1022,91,1190,64,1170,178,-,**
1400000US13089023310,13089023310,"Census Tract 233.10, DeKalb County, Georgia",965,44,817,338,824,58,930,45,1127,39,1302,290,-,**
1400000US13089023311,13089023311,"Census Tract 233.11, DeKalb County, Georgia",1481,171,-,**,-,**,843,595,1352,203,1713,69,-,**
1400000US13089023312,13089023312,"Census Tract 233.12, DeKalb County, Georgia",1130,149,-,**,-,**,865,115,1171,89,1411,1160,-,**
1400000US13089023313,13089023313,"Census Tract 233.13, DeKalb County, Georgia",1211,108,-,**,-,**,963,200,1265,148,1510,559,-,**
1400000US13089023314,13089023314,"Census Tract 233.14, DeKalb County, Georgia",971,110,-,**,-,**,857,68,1021,158,1087,83,-,**
1400000US13089023315,13089023315,"Census Tract 233.15, DeKalb County, Georgia",1395,82,-,**,-,**,-,**,1295,496,1445,123,-,**
1400000US13089023316,13089023316,"Census Tract 233.16, DeKalb County, Georgia",1222,117,-,**,-,**,1080,78,1358,63,1442,523,-,**
1400000US13089023410,13089023410,"Census Tract 234.10, DeKalb County, Georgia",846,53,931,561,657,41,874,45,1086,96,-,**,-,**
1400000US13089023411,13089023411,"Census Tract 234.11, DeKalb County, Georgia",943,155,-,**,636,77,835,514,1183,114,1227,198,1035,262
1400000US13089023412,13089023412,"Census Tract 234.12, DeKalb County, Georgia",845,42,-,**,-,**,837,31,1118,67,-,**,-,**
1400000US13089023413,13089023413,"Census Tract 234.13, DeKalb County, Georgia",1045,279,-,**,-,**,-,**,794,387,1365,272,-,**
1400000US13089023414,13089023414,"Census Tract 234.14, DeKalb County, Georgia",955,88,-,**,-,**,871,166,1034,103,-,**,-,**
1400000US13089023416,13089023416,"Census Tract 234.16, DeKalb County, Georgia",1165,114,-,**,913,62,1080,146,1349,46,1227,464,-,**
1400000US13089023418,13089023418,"Census Tract 234.18, DeKalb County, Georgia",1062,76,-,**,871,28,1090,60,1087,175,1599,243,-,**
1400000US13089023419,13089023419,"Census Tract 234.19, DeKalb County, Georgia",1061,117,-,**,241,207,945,43,1057,103,1317,132,-,**
1400000US13089023421,13089023421,"Census Tract 234.21, DeKalb County, Georgia",924,54,-,**,766,113,892,48,986,98,-,**,-,**
1400000US13089023422,13089023422,"Census Tract 234.22, DeKalb County, Georgia",1214,63,-,**,-,**,1108,134,1201,61,1283,186,-,**
1400000US13089023423,13089023423,"Census Tract 234.23, DeKalb County, Georgia",1406,445,-,**,-,**,756,354,1194,961,1684,600,-,**
1400000US13089023424,13089023424,"Census Tract 234.24, DeKalb County, Georgia",1410,138,-,**,-,**,-,**,1438,214,1377,203,1571,964
1400000US13089023425,13089023425,"Census Tract 234.25, DeKalb County, Georgia",1084,57,-,**,-,**,1059,90,1088,134,-,**,-,**
1400000US13089023426,13089023426,"Census Tract 234.26, DeKalb County, Georgia",1460,244,-,**,-,**,-,**,1470,228,1248,711,1452,477
1400000US13089023427,13089023427,"Census Tract 234.27, DeKalb County, Georgia",1285,183,-,**,-,**,-,**,1322,176,1286,243,-,**
1400000US13089023428,13089023428,"Census Tract 234.28, DeKalb County, Georgia",969,32,909,76,839,28,938,65,1055,63,1460,193,-,**
1400000US13089023501,13089023501,"Census Tract 235.01, DeKalb County, Georgia",872,55,-,**,639,43,792,126,935,130,-,**,-,**
1400000US13089023504,13089023504,"Census Tract 235.04, DeKalb County, Georgia",900,56,-,**,691,167,828,72,959,54,1314,114,-,**
1400000US13089023505,13089023505,"Census Tract 235.05, DeKalb County, Georgia",1217,185,-,**,-,**,1295,345,1160,264,1202,255,-,**
1400000US13089023506,13089023506,"Census Tract 235.06, DeKalb County, Georgia",1003,156,-,**,617,46,726,9,1123,83,1241,482,-,**
1400000US13089023507,13089023507,"Census Tract 235.07, DeKalb County, Georgia",1005,113,-,**,-,**,898,88,968,260,1155,120,-,**
1400000US13089023601,13089023601,"Census Tract 236.01, DeKalb County, Georgia",978,72,-,**,-,**,989,165,950,102,-,**,-,**
1400000US13089023602,13089023602,"Census Tract 236.02, DeKalb County, Georgia",1060,89,-,**,-,**,1083,208,1079,129,1232,184,750,224
1400000US13089023603,13089023603,"Census Tract 236.03, DeKalb County, Georgia",921,51,-,**,666,73,829,90,969,63,1198,376,-,**
1400000US13089023700,13089023700,"Census Tract 237, DeKalb County, Georgia",1001,88,-,**,718,281,900,92,1099,137,1238,931,-,**
1400000US13089023801,13089023801,"Census Tract 238.01, DeKalb County, Georgia",1013,211,-,**,851,22,980,194,1375,483,-,**,-,**
1400000US13089023802,13089023802,"Census Tract 238.02, DeKalb County, Georgia",1060,115,-,**,836,113,987,70,1162,218,2000,494,-,**
1400000US13089023803,13089023803,"Census Tract 238.03, DeKalb County, Georgia",1170,80,-,**,-,**,1194,135,1101,94,1357,38,-,**
1400000US13089980000,13089980000,"Census Tract 9800, DeKalb County, Georgia",-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US13091960100,13091960100,"Census Tract 9601, Dodge County, Georgia",454,38,-,**,-,**,451,111,452,62,-,**,-,**
1400000US13091960200,13091960200,"Census Tract 9602, Dodge County, Georgia",550,60,-,**,408,393,555,72,589,217,-,**,-,**
1400000US13091960300,13091960300,"Census Tract 9603, Dodge County, Georgia",515,168,-,**,387,84,625,222,616,128,-,**,-,**
1400000US13091960400,13091960400,"Census Tract 9604, Dodge County, Georgia",559,59,-,**,254,45,534,67,670,119,-,**,-,**
1400000US13091960500,13091960500,"Census Tract 9605, Dodge County, Georgia",602,75,-,**,-,**,566,124,630,61,-,**,-,**
1400000US13091960600,13091960600,"Census Tract 9606, Dodge County, Georgia",578,43,-,**,-,**,604,106,581,62,554,37,-,**
1400000US13093970100,13093970100,"Census Tract 9701, Dooly County, Georgia",346,114,-,**,238,30,270,73,558,77,-,**,-,**
1400000US13093970200,13093970200,"Census Tract 9702, Dooly County, Georgia",514,55,-,**,-,**,519,57,475,182,-,**,-,**
1400000US13093970300,13093970300,"Census Tract 9703, Dooly County, Georgia",547,131,-,**,295,252,548,193,638,85,-,**,-,**
1400000US13095000100,13095000100,"Census Tract 1, Dougherty County, Georgia",655,31,-,**,526,52,628,41,686,49,686,599,-,**
1400000US13095000200,13095000200,"Census Tract 2, Dougherty County, Georgia",588,45,-,**,436,45,589,168,605,38,666,238,-,**
1400000US13095000400,13095000400,"Census Tract 4, Dougherty County, Georgia",815,39,613,49,613,30,816,49,877,39,1341,378,-,**
1400000US13095000501,13095000501,"Census Tract 5.01, Dougherty County, Georgia",749,58,618,396,625,54,735,29,931,40,-,**,-,**
1400000US13095000502,13095000502,"Census Tract 5.02, Dougherty County, Georgia",916,109,763,672,641,110,875,58,963,35,-,**,-,**
1400000US13095000600,13095000600,"Census Tract 6, Dougherty County, Georgia",892,91,-,**,616,29,881,84,964,61,1119,201,-,**
1400000US13095000700,13095000700,"Census Tract 7, Dougherty County, Georgia",680,41,-,**,559,47,671,40,807,128,-,**,-,**
1400000US13095000800,13095000800,"Census Tract 8, Dougherty County, Georgia",434,101,-,**,355,76,345,123,685,366,592,415,-,**
1400000US13095000900,13095000900,"Census Tract 9, Dougherty County, Georgia",703,43,-,**,537,83,668,51,923,188,1316,136,-,**
1400000US13095001000,13095001000,"Census Tract 10, Dougherty County, Georgia",752,42,535,19,1007,425,747,36,809,101,-,**,-,**
1400000US13095001100,13095001100,"Census Tract 11, Dougherty County, Georgia",609,102,-,**,301,70,618,82,719,120,-,**,-,**
1400000US13095001403,13095001403,"Census Tract 14.03, Dougherty County, Georgia",621,39,-,**,285,53,600,100,823,46,637,269,-,**
1400000US13095001500,13095001500,"Census Tract 15, Dougherty County, Georgia",552,50,-,**,396,80,581,65,701,295,-,**,-,**
1400000US13095010302,13095010302,"Census Tract 103.02, Dougherty County, Georgia",672,30,-,**,-,**,586,67,724,65,962,81,-,**
1400000US13095010401,13095010401,"Census Tract 104.01, Dougherty County, Georgia",951,51,-,**,-,**,739,98,970,40,1633,508,-,**
1400000US13095010402,13095010402,"Census Tract 104.02, Dougherty County, Georgia",828,44,-,**,574,23,786,75,858,44,-,**,-,**
1400000US13095010403,13095010403,"Census Tract 104.03, Dougherty County, Georgia",732,102,-,**,-,**,595,528,925,559,-,**,-,**
1400000US13095010500,13095010500,"Census Tract 105, Dougherty County, Georgia",1033,409,-,**,-,**,-,**,1057,256,-,**,-,**
1400000US13095010601,13095010601,"Census Tract 106.01, Dougherty County, Georgia",575,33,-,**,360,100,530,31,707,52,-,**,-,**
1400000US13095010602,13095010602,"Census Tract 106.02, Dougherty County, Georgia",589,67,-,**,581,90,473,34,624,67,-,**,-,**
1400000US13095010700,13095010700,"Census Tract 107, Dougherty County, Georgia",657,62,-,**,573,16,672,114,708,125,638,512,-,**
1400000US13095010900,13095010900,"Census Tract 109, Dougherty County, Georgia",844,202,-,**,-,**,692,163,1082,131,-,**,-,**
1400000US13095011000,13095011000,"Census Tract 110, Dougherty County, Georgia",784,70,-,**,-,**,-,**,779,117,-,**,-,**
1400000US13095011200,13095011200,"Census Tract 112, Dougherty County, Georgia",648,150,-,**,-,**,533,38,719,132,1143,390,-,**
1400000US13095011300,13095011300,"Census Tract 113, Dougherty County, Georgia",745,37,-,**,612,87,761,38,875,242,1125,298,-,**
1400000US13095011400,13095011400,"Census Tract 114, Dougherty County, Georgia",503,107,-,**,356,116,496,68,463,322,-,**,-,**
1400000US13095011600,13095011600,"Census Tract 116, Dougherty County, Georgia",1036,116,-,**,-,**,529,48,1042,204,1098,70,-,**
1400000US13097080102,13097080102,"Census Tract 801.02, Douglas County, Georgia",1061,51,-,**,904,64,1074,47,1247,174,1384,253,-,**
1400000US13097080103,13097080103,"Census Tract 801.03, Douglas County, Georgia",905,59,-,**,777,42,926,77,1132,91,-,**,-,**
