GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Median gross rent -- - Total:,Margin of Error; Median gross rent -- - Total:,Estimate; Median gross rent -- - Total: - No bedroom,Margin of Error; Median gross rent -- - Total: - No bedroom,Estimate; Median gross rent -- - Total: - 1 bedroom,Margin of Error; Median gross rent -- - Total: - 1 bedroom,Estimate; Median gross rent -- - Total: - 2 bedrooms,Margin of Error; Median gross rent -- - Total: - 2 bedrooms,Estimate; Median gross rent -- - Total: - 3 bedrooms,Margin of Error; Median gross rent -- - Total: - 3 bedrooms,Estimate; Median gross rent -- - Total: - 4 bedrooms,Margin of Error; Median gross rent -- - Total: - 4 bedrooms,Estimate; Median gross rent -- - Total: - 5 or more bedrooms,Margin of Error; Median gross rent -- - Total: - 5 or more bedrooms
1400000US21067001400,21067001400,"Census Tract 14, Fayette County, Kentucky",688,60,-,**,524,14,681,111,837,80,795,651,-,**
1400000US21067001500,21067001500,"Census Tract 15, Fayette County, Kentucky",881,89,-,**,-,**,814,131,1060,103,1095,65,-,**
1400000US21067001600,21067001600,"Census Tract 16, Fayette County, Kentucky",690,78,-,**,594,27,741,56,806,203,-,**,-,**
1400000US21067001700,21067001700,"Census Tract 17, Fayette County, Kentucky",663,73,-,**,609,150,749,94,557,436,-,**,-,**
1400000US21067001800,21067001800,"Census Tract 18, Fayette County, Kentucky",742,47,425,19,702,41,782,111,1019,176,1755,106,1810,752
1400000US21067001900,21067001900,"Census Tract 19, Fayette County, Kentucky",779,105,309,278,634,44,689,120,831,147,1519,229,-,**
1400000US21067002001,21067002001,"Census Tract 20.01, Fayette County, Kentucky",625,107,423,295,506,24,706,33,1026,201,-,**,-,**
1400000US21067002002,21067002002,"Census Tract 20.02, Fayette County, Kentucky",670,26,-,**,486,83,672,8,890,100,1146,558,-,**
1400000US21067002200,21067002200,"Census Tract 22, Fayette County, Kentucky",713,37,-,**,550,89,701,26,1129,147,-,**,-,**
1400000US21067002302,21067002302,"Census Tract 23.02, Fayette County, Kentucky",933,50,-,**,826,28,1050,67,1161,264,-,**,-,**
1400000US21067002303,21067002303,"Census Tract 23.03, Fayette County, Kentucky",771,83,-,**,640,204,808,211,-,**,1345,371,-,**
1400000US21067002304,21067002304,"Census Tract 23.04, Fayette County, Kentucky",1288,559,-,**,-,**,-,**,-,**,-,**,-,**
1400000US21067002400,21067002400,"Census Tract 24, Fayette County, Kentucky",693,31,530,79,620,19,726,93,1118,400,-,**,-,**
1400000US21067002500,21067002500,"Census Tract 25, Fayette County, Kentucky",867,222,556,29,579,95,785,38,1302,488,1465,201,-,**
1400000US21067002600,21067002600,"Census Tract 26, Fayette County, Kentucky",839,177,-,**,594,30,863,72,1099,61,-,**,-,**
1400000US21067002700,21067002700,"Census Tract 27, Fayette County, Kentucky",670,36,-,**,579,40,739,19,1195,330,1147,193,-,**
1400000US21067002800,21067002800,"Census Tract 28, Fayette County, Kentucky",1211,156,-,**,-,**,885,74,1301,129,1833,540,-,**
1400000US21067002900,21067002900,"Census Tract 29, Fayette County, Kentucky",1114,140,-,**,-,**,982,84,1224,340,1260,166,-,**
1400000US21067003000,21067003000,"Census Tract 30, Fayette County, Kentucky",683,86,413,61,496,21,798,63,1293,171,-,**,-,**
1400000US21067003101,21067003101,"Census Tract 31.01, Fayette County, Kentucky",609,25,-,**,577,57,611,37,627,43,-,**,-,**
1400000US21067003102,21067003102,"Census Tract 31.02, Fayette County, Kentucky",846,105,-,**,-,**,770,201,877,289,-,**,-,**
1400000US21067003201,21067003201,"Census Tract 32.01, Fayette County, Kentucky",878,49,-,**,-,**,821,59,955,165,1097,58,-,**
1400000US21067003202,21067003202,"Census Tract 32.02, Fayette County, Kentucky",617,61,-,**,504,40,728,63,1066,242,1182,278,-,**
1400000US21067003300,21067003300,"Census Tract 33, Fayette County, Kentucky",657,124,-,**,543,24,764,154,910,379,-,**,-,**
1400000US21067003402,21067003402,"Census Tract 34.02, Fayette County, Kentucky",887,68,-,**,835,35,813,151,1119,28,-,**,-,**
1400000US21067003404,21067003404,"Census Tract 34.04, Fayette County, Kentucky",474,199,407,102,338,128,671,218,976,159,-,**,-,**
1400000US21067003405,21067003405,"Census Tract 34.05, Fayette County, Kentucky",787,59,-,**,676,219,729,106,1177,154,-,**,-,**
1400000US21067003406,21067003406,"Census Tract 34.06, Fayette County, Kentucky",1090,71,-,**,-,**,949,101,1135,72,-,**,-,**
1400000US21067003407,21067003407,"Census Tract 34.07, Fayette County, Kentucky",861,117,-,**,672,11,874,116,1142,27,-,**,-,**
1400000US21067003501,21067003501,"Census Tract 35.01, Fayette County, Kentucky",759,38,-,**,690,41,771,47,1039,93,-,**,-,**
1400000US21067003503,21067003503,"Census Tract 35.03, Fayette County, Kentucky",828,32,-,**,780,41,881,49,1075,264,-,**,-,**
1400000US21067003504,21067003504,"Census Tract 35.04, Fayette County, Kentucky",859,57,-,**,675,42,861,61,1036,91,1224,145,-,**
1400000US21067003600,21067003600,"Census Tract 36, Fayette County, Kentucky",1325,65,-,**,-,**,1370,44,1293,313,-,**,-,**
1400000US21067003701,21067003701,"Census Tract 37.01, Fayette County, Kentucky",872,41,-,**,-,**,-,**,876,86,-,**,-,**
1400000US21067003702,21067003702,"Census Tract 37.02, Fayette County, Kentucky",1276,105,-,**,-,**,-,**,1293,81,-,**,-,**
1400000US21067003703,21067003703,"Census Tract 37.03, Fayette County, Kentucky",1297,102,-,**,-,**,1309,512,1283,122,-,**,-,**
1400000US21067003704,21067003704,"Census Tract 37.04, Fayette County, Kentucky",1171,37,-,**,-,**,1079,62,1188,56,1642,318,-,**
1400000US21067003802,21067003802,"Census Tract 38.02, Fayette County, Kentucky",1140,247,-,**,-,**,765,371,1125,946,1326,143,-,**
1400000US21067003803,21067003803,"Census Tract 38.03, Fayette County, Kentucky",1160,66,-,**,-,**,995,160,1188,83,-,**,-,**
1400000US21067003804,21067003804,"Census Tract 38.04, Fayette County, Kentucky",682,36,-,**,587,39,699,61,839,38,-,**,-,**
1400000US21067003906,21067003906,"Census Tract 39.06, Fayette County, Kentucky",1343,92,-,**,-,**,-,**,1300,110,"3,500+",***,-,**
1400000US21067003908,21067003908,"Census Tract 39.08, Fayette County, Kentucky",1122,54,-,**,594,494,1113,48,1333,200,-,**,-,**
1400000US21067003909,21067003909,"Census Tract 39.09, Fayette County, Kentucky",817,94,-,**,-,**,751,53,1279,177,-,**,-,**
1400000US21067003910,21067003910,"Census Tract 39.10, Fayette County, Kentucky",886,49,-,**,763,177,865,45,940,62,1185,245,-,**
1400000US21067003911,21067003911,"Census Tract 39.11, Fayette County, Kentucky",835,67,676,319,715,27,948,82,988,88,-,**,-,**
1400000US21067003912,21067003912,"Census Tract 39.12, Fayette County, Kentucky",839,49,544,307,804,54,868,70,1045,231,-,**,-,**
1400000US21067003913,21067003913,"Census Tract 39.13, Fayette County, Kentucky",1766,172,-,**,-,**,-,**,1441,229,1863,189,-,**
1400000US21067003914,21067003914,"Census Tract 39.14, Fayette County, Kentucky",1033,91,-,**,-,**,706,544,1134,69,1438,259,-,**
1400000US21067003915,21067003915,"Census Tract 39.15, Fayette County, Kentucky",1340,154,-,**,-,**,-,**,1394,89,-,**,-,**
1400000US21067003916,21067003916,"Census Tract 39.16, Fayette County, Kentucky",-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US21067003917,21067003917,"Census Tract 39.17, Fayette County, Kentucky",979,79,-,**,-,**,918,56,1108,35,-,**,-,**
1400000US21067003918,21067003918,"Census Tract 39.18, Fayette County, Kentucky",1069,252,-,**,-,**,698,283,1013,204,-,**,-,**
1400000US21067004001,21067004001,"Census Tract 40.01, Fayette County, Kentucky",946,43,-,**,828,179,938,54,1000,85,-,**,-,**
1400000US21067004003,21067004003,"Census Tract 40.03, Fayette County, Kentucky",900,43,-,**,793,44,908,39,1374,69,-,**,-,**
1400000US21067004005,21067004005,"Census Tract 40.05, Fayette County, Kentucky",981,158,-,**,-,**,948,19,-,**,-,**,-,**
1400000US21067004006,21067004006,"Census Tract 40.06, Fayette County, Kentucky",-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US21067004007,21067004007,"Census Tract 40.07, Fayette County, Kentucky",963,281,-,**,-,**,679,478,877,290,-,**,-,**
1400000US21067004103,21067004103,"Census Tract 41.03, Fayette County, Kentucky",974,23,950,150,834,32,997,42,1330,135,-,**,-,**
1400000US21067004104,21067004104,"Census Tract 41.04, Fayette County, Kentucky",810,62,-,**,618,202,766,67,991,79,-,**,-,**
1400000US21067004105,21067004105,"Census Tract 41.05, Fayette County, Kentucky",929,63,-,**,767,92,923,170,998,158,1721,763,-,**
1400000US21067004106,21067004106,"Census Tract 41.06, Fayette County, Kentucky",1258,264,-,**,-,**,-,**,1262,193,-,**,-,**
1400000US21067004107,21067004107,"Census Tract 41.07, Fayette County, Kentucky",1204,88,-,**,926,247,1138,78,1330,89,1850,245,-,**
1400000US21067004204,21067004204,"Census Tract 42.04, Fayette County, Kentucky",907,89,-,**,766,37,926,72,-,**,-,**,-,**
1400000US21067004205,21067004205,"Census Tract 42.05, Fayette County, Kentucky",1268,155,-,**,-,**,-,**,1228,215,1375,414,-,**
1400000US21067004207,21067004207,"Census Tract 42.07, Fayette County, Kentucky",1125,99,-,**,-,**,-,**,-,**,-,**,-,**
1400000US21067004208,21067004208,"Census Tract 42.08, Fayette County, Kentucky",1113,55,-,**,946,206,1127,40,1492,426,-,**,-,**
1400000US21067004209,21067004209,"Census Tract 42.09, Fayette County, Kentucky",1159,38,-,**,-,**,1023,191,1137,14,1419,141,-,**
1400000US21067004210,21067004210,"Census Tract 42.10, Fayette County, Kentucky",1215,106,-,**,-,**,1048,104,1362,50,-,**,-,**
1400000US21069920100,21069920100,"Census Tract 9201, Fleming County, Kentucky",515,45,-,**,361,88,528,68,536,272,814,425,-,**
1400000US21069920200,21069920200,"Census Tract 9202, Fleming County, Kentucky",537,111,-,**,263,74,592,317,547,231,-,**,-,**
1400000US21069920300,21069920300,"Census Tract 9203, Fleming County, Kentucky",545,35,-,**,-,**,545,43,483,95,-,**,-,**
1400000US21069920400,21069920400,"Census Tract 9204, Fleming County, Kentucky",561,93,-,**,493,466,446,134,585,323,-,**,-,**
1400000US21071920100,21071920100,"Census Tract 9201, Floyd County, Kentucky",589,109,-,**,453,207,757,81,765,149,-,**,-,**
1400000US21071920200,21071920200,"Census Tract 9202, Floyd County, Kentucky",644,28,-,**,-,**,636,21,648,227,-,**,-,**
1400000US21071920300,21071920300,"Census Tract 9203, Floyd County, Kentucky",670,108,-,**,-,**,662,136,761,198,-,**,-,**
1400000US21071920400,21071920400,"Census Tract 9204, Floyd County, Kentucky",661,47,-,**,-,**,664,73,634,131,-,**,-,**
1400000US21071920500,21071920500,"Census Tract 9205, Floyd County, Kentucky",548,42,-,**,188,112,559,96,567,63,-,**,-,**
1400000US21071920600,21071920600,"Census Tract 9206, Floyd County, Kentucky",528,92,-,**,-,**,613,261,531,97,-,**,-,**
1400000US21071920700,21071920700,"Census Tract 9207, Floyd County, Kentucky",546,149,-,**,-,**,526,77,831,251,-,**,-,**
1400000US21071920800,21071920800,"Census Tract 9208, Floyd County, Kentucky",537,161,-,**,240,136,545,190,912,384,954,10,-,**
1400000US21071920900,21071920900,"Census Tract 9209, Floyd County, Kentucky",535,187,-,**,-,**,494,155,719,361,-,**,-,**
1400000US21071921000,21071921000,"Census Tract 9210, Floyd County, Kentucky",432,75,-,**,413,101,375,138,624,341,-,**,-,**
1400000US21073070100,21073070100,"Census Tract 701, Franklin County, Kentucky",729,117,-,**,666,258,650,114,1075,66,-,**,-,**
1400000US21073070401,21073070401,"Census Tract 704.01, Franklin County, Kentucky",840,54,-,**,588,278,875,57,-,**,1081,130,-,**
1400000US21073070402,21073070402,"Census Tract 704.02, Franklin County, Kentucky",652,43,-,**,526,79,696,146,792,455,-,**,-,**
1400000US21073070500,21073070500,"Census Tract 705, Franklin County, Kentucky",674,37,298,49,512,59,679,32,872,124,-,**,-,**
1400000US21073070600,21073070600,"Census Tract 706, Franklin County, Kentucky",755,131,-,**,597,256,761,229,866,125,-,**,-,**
1400000US21073070701,21073070701,"Census Tract 707.01, Franklin County, Kentucky",873,65,-,**,835,25,921,76,840,191,-,**,-,**
1400000US21073070702,21073070702,"Census Tract 707.02, Franklin County, Kentucky",816,122,-,**,631,20,738,77,1015,197,-,**,-,**
1400000US21073070800,21073070800,"Census Tract 708, Franklin County, Kentucky",722,46,-,**,-,**,714,28,777,171,850,313,-,**
1400000US21073071000,21073071000,"Census Tract 710, Franklin County, Kentucky",853,236,-,**,-,**,1292,1152,819,261,-,**,-,**
1400000US21073071100,21073071100,"Census Tract 711, Franklin County, Kentucky",715,51,-,**,-,**,616,153,847,187,-,**,-,**
1400000US21073071200,21073071200,"Census Tract 712, Franklin County, Kentucky",655,101,-,**,581,105,580,184,813,51,-,**,-,**
1400000US21075960100,21075960100,"Census Tract 9601, Fulton County, Kentucky",511,32,-,**,378,107,530,98,675,118,-,**,-,**
1400000US21075960200,21075960200,"Census Tract 9602, Fulton County, Kentucky",457,96,-,**,333,119,404,236,613,98,-,**,-,**
1400000US21077960101,21077960101,"Census Tract 9601.01, Gallatin County, Kentucky",675,27,-,**,490,95,713,30,706,137,821,309,725,144
1400000US21077960102,21077960102,"Census Tract 9601.02, Gallatin County, Kentucky",750,157,-,**,-,**,430,142,808,103,-,**,-,**
1400000US21079970100,21079970100,"Census Tract 9701, Garrard County, Kentucky",818,65,-,**,-,**,-,**,821,116,-,**,-,**
1400000US21079970200,21079970200,"Census Tract 9702, Garrard County, Kentucky",658,192,-,**,-,**,605,32,686,163,845,81,-,**
1400000US21079970300,21079970300,"Census Tract 9703, Garrard County, Kentucky",633,27,-,**,226,97,626,19,696,122,-,**,477,215
1400000US21079970400,21079970400,"Census Tract 9704, Garrard County, Kentucky",735,86,-,**,-,**,597,456,734,100,-,**,-,**
1400000US21081920100,21081920100,"Census Tract 9201, Grant County, Kentucky",740,82,-,**,-,**,719,47,1082,102,-,**,-,**
1400000US21081920200,21081920200,"Census Tract 9202, Grant County, Kentucky",710,21,543,256,494,110,708,36,732,45,1184,139,-,**
1400000US21081920300,21081920300,"Census Tract 9203, Grant County, Kentucky",719,68,-,**,625,339,662,55,1140,198,-,**,-,**
1400000US21081920400,21081920400,"Census Tract 9204, Grant County, Kentucky",575,183,-,**,417,173,540,96,917,267,-,**,-,**
1400000US21083020100,21083020100,"Census Tract 201, Graves County, Kentucky",625,46,-,**,619,207,540,40,717,24,-,**,-,**
1400000US21083020200,21083020200,"Census Tract 202, Graves County, Kentucky",622,42,-,**,524,14,553,244,667,81,-,**,-,**
1400000US21083020300,21083020300,"Census Tract 203, Graves County, Kentucky",633,92,-,**,371,51,664,61,806,197,694,302,-,**
1400000US21083020400,21083020400,"Census Tract 204, Graves County, Kentucky",437,77,-,**,-,**,434,43,-,**,-,**,-,**
1400000US21083020500,21083020500,"Census Tract 205, Graves County, Kentucky",748,135,-,**,402,117,823,220,747,34,-,**,-,**
1400000US21083020600,21083020600,"Census Tract 206, Graves County, Kentucky",625,598,-,**,308,24,-,**,-,**,1077,205,-,**
1400000US21083020700,21083020700,"Census Tract 207, Graves County, Kentucky",633,48,-,**,-,**,623,20,-,**,736,490,-,**
1400000US21083020800,21083020800,"Census Tract 208, Graves County, Kentucky",673,123,-,**,-,**,-,**,-,**,-,**,-,**
1400000US21083020900,21083020900,"Census Tract 209, Graves County, Kentucky",699,90,-,**,-,**,675,129,756,249,-,**,-,**
1400000US21085950100,21085950100,"Census Tract 9501, Grayson County, Kentucky",656,154,-,**,-,**,521,82,675,260,-,**,-,**
1400000US21085950200,21085950200,"Census Tract 9502, Grayson County, Kentucky",490,30,-,**,241,65,506,27,663,39,-,**,-,**
1400000US21085950300,21085950300,"Census Tract 9503, Grayson County, Kentucky",485,78,-,**,342,120,487,116,714,313,-,**,-,**
1400000US21085950400,21085950400,"Census Tract 9504, Grayson County, Kentucky",558,54,-,**,-,**,489,24,627,101,-,**,-,**
1400000US21085950500,21085950500,"Census Tract 9505, Grayson County, Kentucky",698,252,-,**,-,**,-,**,688,260,-,**,-,**
1400000US21085950600,21085950600,"Census Tract 9506, Grayson County, Kentucky",571,20,-,**,279,74,579,17,590,222,-,**,-,**
1400000US21085950700,21085950700,"Census Tract 9507, Grayson County, Kentucky",673,31,-,**,-,**,665,36,686,130,-,**,-,**
1400000US21087930100,21087930100,"Census Tract 9301, Green County, Kentucky",596,135,-,**,-,**,596,272,614,69,-,**,-,**
1400000US21087930200,21087930200,"Census Tract 9302, Green County, Kentucky",531,57,-,**,319,61,567,21,607,145,-,**,365,345
1400000US21087930300,21087930300,"Census Tract 9303, Green County, Kentucky",563,28,-,**,-,**,514,70,574,35,-,**,-,**
1400000US21087930400,21087930400,"Census Tract 9304, Green County, Kentucky",455,110,-,**,-,**,293,114,474,118,-,**,-,**
1400000US21089040100,21089040100,"Census Tract 401, Greenup County, Kentucky",709,185,-,**,391,161,709,64,1073,216,-,**,-,**
1400000US21089040201,21089040201,"Census Tract 402.01, Greenup County, Kentucky",725,224,-,**,616,128,606,43,942,30,-,**,-,**
1400000US21089040202,21089040202,"Census Tract 402.02, Greenup County, Kentucky",747,77,-,**,1775,1709,708,67,846,133,-,**,-,**
1400000US21089040300,21089040300,"Census Tract 403, Greenup County, Kentucky",595,55,-,**,367,355,595,42,750,293,1010,144,-,**
1400000US21089040400,21089040400,"Census Tract 404, Greenup County, Kentucky",604,47,-,**,-,**,630,69,601,58,-,**,-,**
1400000US21089040501,21089040501,"Census Tract 405.01, Greenup County, Kentucky",833,141,-,**,-,**,550,97,856,81,-,**,-,**
1400000US21089040502,21089040502,"Census Tract 405.02, Greenup County, Kentucky",710,213,-,**,397,251,431,215,869,228,938,40,-,**
1400000US21089040600,21089040600,"Census Tract 406, Greenup County, Kentucky",578,123,-,**,509,239,393,117,1007,460,-,**,-,**
1400000US21089040700,21089040700,"Census Tract 407, Greenup County, Kentucky",657,127,-,**,-,**,625,300,675,159,-,**,-,**
1400000US21091960100,21091960100,"Census Tract 9601, Hancock County, Kentucky",578,52,-,**,421,105,595,93,540,172,-,**,-,**
1400000US21091960200,21091960200,"Census Tract 9602, Hancock County, Kentucky",615,52,-,**,453,106,638,38,690,49,-,**,-,**
1400000US21091960300,21091960300,"Census Tract 9603, Hancock County, Kentucky",587,70,-,**,-,**,468,34,652,172,-,**,-,**
1400000US21093000100,21093000100,"Census Tract 1, Hardin County, Kentucky",730,130,-,**,538,324,640,151,850,278,1109,317,-,**
1400000US21093000201,21093000201,"Census Tract 2.01, Hardin County, Kentucky",1463,146,-,**,-,**,850,217,1569,129,1552,255,1925,1222
1400000US21093000202,21093000202,"Census Tract 2.02, Hardin County, Kentucky",1090,80,-,**,-,**,766,118,1089,71,1355,77,1273,941
1400000US21093000300,21093000300,"Census Tract 3, Hardin County, Kentucky",824,134,-,**,516,19,806,211,1100,67,-,**,-,**
1400000US21093000400,21093000400,"Census Tract 4, Hardin County, Kentucky",668,37,-,**,430,128,666,35,817,157,814,300,-,**
1400000US21093000500,21093000500,"Census Tract 5, Hardin County, Kentucky",645,36,571,192,519,69,663,37,1171,407,1278,347,-,**
1400000US21093000600,21093000600,"Census Tract 6, Hardin County, Kentucky",737,100,-,**,476,15,706,194,984,173,829,340,-,**
1400000US21093000700,21093000700,"Census Tract 7, Hardin County, Kentucky",907,143,-,**,765,98,692,171,1014,101,-,**,-,**
1400000US21093000800,21093000800,"Census Tract 8, Hardin County, Kentucky",1019,195,-,**,475,277,852,106,1147,190,1683,173,-,**
1400000US21093000901,21093000901,"Census Tract 9.01, Hardin County, Kentucky",815,146,741,52,-,**,781,59,998,101,-,**,-,**
1400000US21093000902,21093000902,"Census Tract 9.02, Hardin County, Kentucky",983,185,-,**,-,**,760,74,1400,520,-,**,-,**
1400000US21093001001,21093001001,"Census Tract 10.01, Hardin County, Kentucky",916,104,-,**,-,**,845,97,984,647,-,**,-,**
1400000US21093001002,21093001002,"Census Tract 10.02, Hardin County, Kentucky",871,72,-,**,-,**,924,297,865,62,-,**,-,**
1400000US21093001100,21093001100,"Census Tract 11, Hardin County, Kentucky",737,43,-,**,566,15,763,18,997,466,1663,467,-,**
1400000US21093001200,21093001200,"Census Tract 12, Hardin County, Kentucky",856,215,620,426,468,57,776,190,1310,298,1591,283,-,**
1400000US21093001300,21093001300,"Census Tract 13, Hardin County, Kentucky",808,145,-,**,441,41,803,183,882,325,-,**,-,**
1400000US21093001401,21093001401,"Census Tract 14.01, Hardin County, Kentucky",672,74,563,137,570,74,684,50,1063,445,-,**,-,**
1400000US21093001402,21093001402,"Census Tract 14.02, Hardin County, Kentucky",686,71,-,**,522,64,756,71,901,391,1213,211,-,**
1400000US21093001500,21093001500,"Census Tract 15, Hardin County, Kentucky",690,175,-,**,455,127,705,89,795,104,1083,280,-,**
1400000US21093001600,21093001600,"Census Tract 16, Hardin County, Kentucky",753,232,-,**,602,335,633,176,-,**,881,391,-,**
1400000US21093001700,21093001700,"Census Tract 17, Hardin County, Kentucky",768,117,-,**,-,**,704,255,857,171,-,**,-,**
1400000US21093980100,21093980100,"Census Tract 9801, Hardin County, Kentucky",-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US21095970100,21095970100,"Census Tract 9701, Harlan County, Kentucky",660,56,-,**,-,**,658,251,665,45,1058,474,-,**
1400000US21095970200,21095970200,"Census Tract 9702, Harlan County, Kentucky",401,92,-,**,346,102,418,75,346,155,-,**,-,**
1400000US21095970300,21095970300,"Census Tract 9703, Harlan County, Kentucky",453,270,-,**,-,**,-,**,-,**,-,**,-,**
1400000US21095970400,21095970400,"Census Tract 9704, Harlan County, Kentucky",755,383,-,**,-,**,483,162,-,**,-,**,-,**
1400000US21095970500,21095970500,"Census Tract 9705, Harlan County, Kentucky",-,**,-,**,-,**,702,586,-,**,-,**,-,**
1400000US21095970600,21095970600,"Census Tract 9706, Harlan County, Kentucky",648,143,-,**,-,**,-,**,719,87,-,**,-,**
1400000US21095970700,21095970700,"Census Tract 9707, Harlan County, Kentucky",580,55,-,**,425,168,533,59,692,79,-,**,-,**
1400000US21095970800,21095970800,"Census Tract 9708, Harlan County, Kentucky",458,71,405,89,406,81,841,283,1076,574,-,**,-,**
1400000US21095970900,21095970900,"Census Tract 9709, Harlan County, Kentucky",469,52,204,113,300,118,493,100,600,241,759,475,-,**
1400000US21095971000,21095971000,"Census Tract 9710, Harlan County, Kentucky",433,141,-,**,-,**,455,178,594,191,578,520,-,**
1400000US21095971300,21095971300,"Census Tract 9713, Harlan County, Kentucky",390,51,-,**,-,**,378,11,646,462,-,**,-,**
1400000US21097950100,21097950100,"Census Tract 9501, Harrison County, Kentucky",708,108,-,**,-,**,691,411,722,90,932,279,-,**
1400000US21097950200,21097950200,"Census Tract 9502, Harrison County, Kentucky",687,33,-,**,-,**,675,134,682,30,-,**,-,**
1400000US21097950300,21097950300,"Census Tract 9503, Harrison County, Kentucky",467,78,-,**,283,29,490,124,-,**,-,**,-,**
1400000US21097950400,21097950400,"Census Tract 9504, Harrison County, Kentucky",685,223,-,**,469,152,724,334,784,184,-,**,-,**
1400000US21097950500,21097950500,"Census Tract 9505, Harrison County, Kentucky",616,69,-,**,298,255,662,44,700,80,950,169,-,**
1400000US21099970100,21099970100,"Census Tract 9701, Hart County, Kentucky",666,223,-,**,-,**,-,**,712,232,-,**,-,**
1400000US21099970200,21099970200,"Census Tract 9702, Hart County, Kentucky",524,86,-,**,-,**,492,59,552,167,-,**,-,**
1400000US21099970300,21099970300,"Census Tract 9703, Hart County, Kentucky",494,47,-,**,286,92,504,42,625,276,680,261,-,**
1400000US21099970400,21099970400,"Census Tract 9704, Hart County, Kentucky",496,68,-,**,286,141,522,78,518,164,-,**,-,**
1400000US21099970500,21099970500,"Census Tract 9705, Hart County, Kentucky",530,141,-,**,-,**,399,276,655,95,-,**,-,**
1400000US21101020100,21101020100,"Census Tract 201, Henderson County, Kentucky",466,42,320,45,331,87,558,169,1000,196,-,**,-,**
1400000US21101020200,21101020200,"Census Tract 202, Henderson County, Kentucky",672,45,-,**,463,63,692,111,839,103,-,**,-,**
1400000US21101020300,21101020300,"Census Tract 203, Henderson County, Kentucky",645,31,-,**,561,104,618,23,827,93,-,**,-,**
1400000US21101020400,21101020400,"Census Tract 204, Henderson County, Kentucky",416,128,-,**,299,31,612,191,491,213,-,**,-,**
1400000US21101020500,21101020500,"Census Tract 205, Henderson County, Kentucky",676,145,-,**,519,142,681,117,855,46,-,**,-,**
1400000US21101020601,21101020601,"Census Tract 206.01, Henderson County, Kentucky",635,32,-,**,553,38,702,46,990,149,-,**,-,**
1400000US21101020602,21101020602,"Census Tract 206.02, Henderson County, Kentucky",646,42,568,48,431,81,669,21,830,206,-,**,-,**
1400000US21101020701,21101020701,"Census Tract 207.01, Henderson County, Kentucky",658,105,-,**,616,15,846,522,867,214,-,**,-,**
1400000US21101020702,21101020702,"Census Tract 207.02, Henderson County, Kentucky",846,100,-,**,-,**,805,73,-,**,-,**,-,**
1400000US21101020800,21101020800,"Census Tract 208, Henderson County, Kentucky",688,109,-,**,-,**,597,54,703,197,1065,324,-,**
1400000US21101020900,21101020900,"Census Tract 209, Henderson County, Kentucky",648,86,-,**,513,316,638,79,823,91,527,14,-,**
1400000US21103090100,21103090100,"Census Tract 901, Henry County, Kentucky",683,112,-,**,292,114,436,275,858,130,-,**,-,**
1400000US21103090200,21103090200,"Census Tract 902, Henry County, Kentucky",726,41,-,**,531,216,710,97,726,54,923,205,-,**
1400000US21103090301,21103090301,"Census Tract 903.01, Henry County, Kentucky",880,98,-,**,-,**,820,127,882,239,1550,780,-,**
1400000US21103090302,21103090302,"Census Tract 903.02, Henry County, Kentucky",738,42,-,**,308,160,675,112,783,192,886,234,-,**
1400000US21103090400,21103090400,"Census Tract 904, Henry County, Kentucky",800,82,-,**,-,**,678,45,805,105,-,**,-,**
1400000US21105970100,21105970100,"Census Tract 9701, Hickman County, Kentucky",496,64,-,**,-,**,462,45,620,194,-,**,-,**
1400000US21107970100,21107970100,"Census Tract 9701, Hopkins County, Kentucky",856,119,-,**,-,**,535,285,1027,283,-,**,-,**
1400000US21107970200,21107970200,"Census Tract 9702, Hopkins County, Kentucky",641,148,-,**,-,**,612,216,763,276,-,**,-,**
1400000US21107970300,21107970300,"Census Tract 9703, Hopkins County, Kentucky",618,258,-,**,467,115,620,275,934,84,-,**,-,**
1400000US21107970400,21107970400,"Census Tract 9704, Hopkins County, Kentucky",607,91,-,**,414,59,580,43,783,317,846,70,-,**
1400000US21107970500,21107970500,"Census Tract 9705, Hopkins County, Kentucky",716,55,-,**,538,129,723,91,720,143,776,223,-,**
1400000US21107970600,21107970600,"Census Tract 9706, Hopkins County, Kentucky",660,199,-,**,454,314,573,207,740,34,847,37,-,**
1400000US21107970700,21107970700,"Census Tract 9707, Hopkins County, Kentucky",701,236,-,**,333,140,702,185,889,270,1184,136,-,**
1400000US21107970800,21107970800,"Census Tract 9708, Hopkins County, Kentucky",745,39,-,**,-,**,724,145,739,38,-,**,-,**
1400000US21107970900,21107970900,"Census Tract 9709, Hopkins County, Kentucky",683,44,-,**,411,236,635,52,738,164,720,31,-,**
1400000US21107971000,21107971000,"Census Tract 9710, Hopkins County, Kentucky",414,82,-,**,-,**,415,172,-,**,-,**,-,**
1400000US21107971100,21107971100,"Census Tract 9711, Hopkins County, Kentucky",505,89,-,**,333,57,527,78,686,224,-,**,-,**
